number.json,type,content
6761.json,true,"['truth', ',', 'plan', 'parenthood', 'provid', 'mammogram', '.', 'plan', 'parenthood', 'refer', 'women', 'mammographi', 'provid', ',', 'serv', 'middlewoman', ',', '.']"
11367.json,barely-true,"['ice', 'releas', 'illeg', 'immigr', ',', 'lot', 'peopl', 'hondura', 'mexico', '.', 'theyr', 'iraq', 'somalia', 'russia', '.']"
5620.json,true,"['half', 'birth', 'texa', 'paid', 'medicaid', '.']"
1107.json,false,"['presid', 'barack', 'obama', 'suggest', 'nation', 'tv', 'democrat', 'health', 'care', 'bill', 'govern', 'decid', 'healthi', ',', '<num>', '-year-old', 'woman', 'need', 'pacemak', 'take', 'pain', 'pill', 'instead', '.']"
10568.json,mostly-true,"['immigr', ',', 'presid', 'said', '<num>', 'time', ',', '<num>', 'time', ',', 'couldnt', 'eventu', '.']"
4852.json,true,"['signific', 'accomplish', 'bipartisan', 'basi', '.']"
11748.json,half-true,"['weve', 'lift', 'high', 'school', 'graduat', 'rate', 'new', 'high', '.']"
4106.json,mostly-true,"['state', 'agenc', 'identifi', 'one', 'singl', 'instanc', 'groundwat', 'damag', 'due', 'hydraul', 'frack', '.']"
8400.json,barely-true,"['sac', 'came', 'back', 'dekalb', 'counti', 'school', 'district', 'give', 'midterm', 'review', ',', 'got', 'straight', '.']"
9719.json,half-true,"['do-noth', 'senat', ',', '<num>', 'hous', 'bill', 'sit', 'harri', 'reid', 'desk', 'await', 'action', ',', 'includ', '<num>', 'introduc', 'democrat', '.']"
2278.json,barely-true,"['one', 'thing', 'found', 'clearli', 'consist', '[', 'video', 'game', ']', 'growth', 'industri', '.']"
2293.json,true,"['say', 'perri', 'chief', 'staff', 'lobbyist', '.']"
305.json,false,"['know', 'hillari', 'occas', 'said', 'last', 'year', 'said', '(', 'nafta', ')', 'boon', 'economi', '.']"
3185.json,half-true,"['say', 'texa', 'forest', 'servic', 'plant', '<num>', 'tree', 'dallas/fort', 'worth', 'area', 'super', 'bowl', 'unknown', 'reason', 'unknown', 'cost', '.']"
13094.json,false,"['say', 'russ', 'feingold', 'senat', 'vote', 'homeland', 'secur', '.']"
9968.json,false,"['sen.mark', 'begich', 'cast', 'decid', 'vote', 'favor', 'presid', 'obama', 'author', 'issu', 'execut', 'amnesti', 'illeg', 'alien', '.']"
10878.json,barely-true,"['isi', 'didnt', 'exist', 'brother', 'presid', '.', 'al-qaida', 'iraq', 'wipe', 'brother', 'presid', '.']"
5928.json,mostly-true,"['<num>', 'differ', 'feder', 'job', 'train', 'program', 'report', 'eight', 'agenc', '.']"
5866.json,false,"['u.s.', 'economi', 'recov', 'slower', 'europ']"
2831.json,mostly-true,"['texa', 'lead', 'countri', 'drunk', 'drive', 'fatal', '.']"
4602.json,barely-true,"['romneycar', 'kill', '<num>', 'massachusett', 'job', '.']"
9804.json,half-true,"['say', 'iowa', 'republican', 'senat', 'candid', 'joni', 'ernst', 'would', 'privat', 'social', 'secur', '.']"
3961.json,false,"['say', 'allen', 'west', 'violatedfeder', 'law', 'scuba', 'dive', 'u.s.', 'flag', '.']"
5428.json,true,"['say', 'oregon', '<num>', 'percent', 'adult', 'ever', 'test', 'hiv', '.']"
6582.json,mostly-true,"['presid', 'obama', 'took', 'offic', ',', 'lose', '<num>', 'job', 'month', '.', 'weve', 'job', 'growth', ',', 'think', ',', '<num>', 'consecut', 'month', '.']"
3857.json,barely-true,"['democrat', 'parti', 'input', 'locat', 'hear', ',', 'input', 'process', '.']"
10988.json,barely-true,"['say', 'scott', 'walker', 'said', 'forc', 'women', 'face', 'abort', 'get', 'invas', 'ultrasound', 'cool', 'thing', '.']"
9580.json,mostly-true,"['say', 'charli', 'crist', 'rais', 'tax', 'middl', 'class', '$', '<num>', 'billion', '.']"
2272.json,false,"['mosqu', '.', 'cultur', 'center', 'prayer', 'area', '.']"
10472.json,barely-true,"['everi', 'year', 'unit', 'state', '<num>', '<num>', 'sever', 'vaccin', 'reaction', 'report', 'center', 'diseas', 'control', '.', 'mild', 'reaction', '.', 'sever', 'reaction', 'land', 'somebodi', 'hospit', ',', 'intens', 'care', 'unit', 'caus', 'perman', 'disabl', 'death', '.']"
7323.json,true,"['odd', 'win', 'monopoli', 'millionair', 'instant', 'win', 'game', '<num>', '<num>', '.']"
742.json,barely-true,"['obama', '``', 'vote', 'unit', 'state', 'senat', 'increas', 'tax', 'peopl', 'make', 'low', '$', '<num>', 'year', '.', ""''""]"
10201.json,mostly-true,"['new', 'jersey', 'seven', 'credit', 'downgrad', 'sinc', 'chri', 'christi', 'becam', 'governor', '.']"
13408.json,true,"['survey', 'show', 'mani', 'citizen', 'think', 'devot', 'full', 'quarter', 'even', 'third', 'feder', 'budget', 'foreign', 'aid', '.']"
4933.json,false,"['feder', 'govern', 'lent', '$', '<num>', 'billion', 'state-own', 'oil', 'compani', 'brazil', 'allow', 'explor', 'oil', 'ga', '.']"
10464.json,half-true,"['ronald', 'reagan', 'ban', 'ownership', 'fulli', 'automat', 'rifl', '.', 'support', 'assault', 'weaspon', 'ban', '.']"
10496.json,false,"['<num>', 'year', 'ago', ',', 'unit', 'state', 'declar', 'war', 'islam', ',', 'thoma', 'jefferson', 'led', 'charg', '!']"
6621.json,true,"['first', '(', 'state', ')', 'budget', 'came', 'republican', 'leadership', 'slash', 'fund', 'plan', 'parenthood', '...', 'result', 'reduct', 'hour', ',', 'elimin', 'day', ',', 'elimin', 'access', 'women', 'citi', 'state', '.']"
12328.json,half-true,"['say', 'start', 'pacur', 'plastic', 'manufactur', 'compani', 'own', '.']"
9059.json,false,"['unit', 'state', 'seen', 'net', 'loss', 'peopl', 'health', 'insur', 'obamacar', '.']"
8750.json,barely-true,"['never', 'lobbi', 'offshor', 'oil', 'drill', '.']"
9136.json,false,"['glenn', 'hegar', 'promis', 'elimin', 'properti', 'tax', '.']"
3205.json,false,"['milwauke', 'counti', 'mental', 'health', 'facil', 'full', ',', 'cop', 'sit', 'squad', 'car', 'mental', 'ill', 'patient', 'sometim', 'spend', 'entir', 'shift', '.']"
5868.json,true,"['say', 'mitt', 'romney', 'propos', 'tax', 'cut', 'give', 'averag', '$', '<num>', 'everi', 'millionair', 'countri', '.']"
7299.json,barely-true,"['say', 'abort', 'clinic', 'oregon', ',', 'state', ',', 'state', 'oversight', 'held', 'basic', 'health', 'safeti', 'standard', '.']"
3898.json,true,"['budget', 'consum', 'financi', 'protect', 'bureau', '<num>', 'percent', 'amount', 'bank', 'gener', 'late', 'fee', 'overdraft', 'fee', '.']"
5444.json,half-true,"['say', 'rick', 'santorum', 'vote', 'union', 'fedex', '.']"
11103.json,pants-fire,"['presid', 'abrahamlincoln', 'sign', 'emancip', 'proclam', ',', '<num>', 'slavehold', 'fight', 'union', 'armi', '.']"
11332.json,true,"['eighty-thre', 'law', 'enforc', 'offic', 'die', 'line', 'duti', 'year', '.', 'twenty-four', 'shot', 'kill', 'cold', 'blood', '.']"
13205.json,true,"['repeat', 'request', 'addit', 'secur', 'benghazi', 'routin', 'deni', 'hillari', 'clinton', 'state', 'depart', '.']"
4033.json,half-true,"['say', '<num>', '-', '<num>', 'state', 'budget', 'leav', '$', '<num>', 'billion', 'raini', 'day', 'fund', '.']"
9718.json,true,"['never', 'alderman', 'defeat', 'incumb', 'mayor', 'histori', 'great', 'citi', '.']"
2465.json,false,"['run', 'civil', 'polit', 'campaign']"
4902.json,half-true,"['say', '<num>', 'percent', 'oregonian', 'oppos', 'death', 'penalti', '.']"
3357.json,true,"['close', 'plant', '.', '$', '<num>', 'million-dollar', 'plant', ',', 'oper', 'full', 'steam', ',', 'close', '.']"
13038.json,pants-fire,"['say', 'presid', 'barack', 'obama', 'taken', 'less', 'vacat', 'day', 'presid', 'gener', ',', 'congress', 'taken', 'vacat', 'day', 'congress', 'histori', '.']"
3808.json,half-true,"['less', 'two', 'year', 'ago', ',', 'made', 'commit', 'repay', 'u.s.', '.', '.', '.taxpay', 'full', ',', 'today', 'made', 'good', 'promis', '.']"
9832.json,half-true,"['cori', 'gardner', 'sponsor', 'bill', 'ban', 'abort', 'right', '.']"
2068.json,true,"['sometim', 'next', 'decad', ',', 'latino', 'state', 'texa', 'anglo', '.', 'happen', 'sometim', 'next', 'five', 'eight', 'ten', 'year', '.']"
10941.json,barely-true,"['millenni', '<num>', 'percent', 'workforc', 'next', '<num>', 'year', '.']"
9811.json,half-true,"['<num>', 'percent', 'provision', 'ballot', 'cast', '[', '<num>', ']', 'elect', 'disqualifi', 'folk', 'duli', 'regist', 'voter', '.']"
11173.json,mostly-true,"['fourth', 'amend', 'fought', 'revolut', '.', 'john', 'adam', 'said', 'spark', 'led', 'war', 'independ', '.']"
8471.json,mostly-true,"['vast', 'major', 'peopl', 'countri', 'keep', '(', 'health', 'insur', ')', 'plan', '.']"
3825.json,half-true,"['democrat', 'health', 'care', 'law', 'ad', '<num>', 'year', 'solvenc', 'medicar', '.']"
3517.json,true,"['segment', 'beer', 'market', 'grow', 'craft', 'beer', 'segment', '.']"
12348.json,true,"['say', '$', '<num>', '-an-hourpropos', 'cleveland', 'aggress', 'minimum', 'wage', 'increas', 'countri', '.']"
13372.json,half-true,"['see', 'kid', 'healthier', '.']"
12681.json,false,"['<num>', '%', 'rural', 'women', '<num>', '%', 'women', 'illiter', 'morocco', '.']"
8706.json,barely-true,"['kathleen', 'peter', 'refus', 'take', 'stand', 'repeal', 'obamacar', '.']"
458.json,pants-fire,"['mccain', 'say', 'price', 'ga', 'tax', '``', 'holiday', ""''"", 'would', '``', 'bridg', 'nowher', '(', ')', 'anoth', 'pork', 'barrel', 'project', '.', ""''""]"
4122.json,barely-true,"['say', '$', '<num>', 'billion', 'medicar', 'cut', 'come', '.']"
140.json,half-true,"['fenc', 'work', '.', 'great', 'wall', 'china', ',', 'berlin', 'wall', '.', ""'s"", 'good', 'among', 'peopl', ',', 'especi', 'friend', 'like', 'unit', 'state', 'mexico', '.']"
3127.json,half-true,"['say', 'requir', 'state', 'septic', 'inspect', 'would', 'cost', 'septic', 'tank', 'owner', '$', '<num>', '$', '<num>', 'everi', 'five', 'year', '.']"
7100.json,true,"['say', 'multnomah', 'counti', 'librari', 'system', 'second', 'busiest', 'nation', '.']"
2961.json,mostly-true,"['one', '<num>', 'american', 'today', 'get', 'ssdi', 'ssi', '.', 'that', 'one', '<num>', 'american', '(', ')', 'disabl', '.']"
3677.json,mostly-true,"['<num>', 'percent', 'peopl', 'cast', 'provision', 'ballot', '(', 'florida', ')', 'last', 'presidenti', 'elect', '--', 'vote', 'count', '.']"
808.json,false,"['centerpiec', 'senat', 'mccain', ""'s"", 'educ', 'polici', 'increas', 'voucher', 'program', 'd.c.', '<num>', 'slot', '.']"
6301.json,half-true,"['obama', 'administr', 'outsourc', 'send', 'money', 'solar', 'wind', 'energi', 'compani', 'end', 'make', 'product', 'outsid', 'unit', 'state', '.']"
5422.json,true,"['mandatori', 'ultrasound', 'abort', '.']"
10763.json,true,"['hillari', 'clinton', 'state', 'depart', 'sent', 'three', 'comedian', 'india', 'make', 'chai', ',', 'war', 'tour', '.']"
7888.json,true,"['current', ',', 'intellig', 'commun', 'collect', 'busi', 'record', 'law-abid', 'american', 'connect', 'terror', '.']"
8984.json,half-true,"['even', 'though', 'chicago', 'stringent', 'gun', 'law', 'book', ',', 'still', 'highest', 'murder', 'rate', 'countri', '.']"
3764.json,true,"['say', 'peopl', 'sign', 'recal', 'petit', 'wisconsin', 'state', 'sen.', 'jim', 'holperin', 'receiv', 'harass', 'phone', 'call', 'out-of-st', 'telemarket', 'claim', 'repres', 'democrat', 'parti', 'insinu', 'foul', 'play', 'petit', 'circul', '.']"
4278.json,false,"['virginia', 'respons', 'fund', '<num>', 'percent', 'public', 'educ', 'payingjust', '<num>', 'percent', '.']"
9744.json,true,"['uncompens', 'care', 'gone', '<num>', 'percent', 'first', 'month', 'medicaid', 'expans', 'state', 'adopt', '.']"
4129.json,false,"['everi', 'time', 'weve', 'cut', 'capit', 'gain', 'tax', ',', 'economi', 'grown', '.', 'whenev', 'rais', 'capit', 'gain', 'tax', ',', 'damag', '.']"
9673.json,false,"['say', 'jason', 'carter', 'gotten', 'david', 'axelrod', 'come', 'campaign', 'advisor', '.']"
2457.json,mostly-true,"['kilmartin', 'help', 'pass', 'law', 'creat', 'wit', 'protect', 'program', '.']"
8908.json,half-true,"['say', 'rep.', 'rene', 'ellmer', 'vote', 'govern', 'shutdown', '<num>', 'time', '.']"
12871.json,half-true,"['havent', 'switch', 'posit', 'trans-pacif', 'partnership', 'trade', 'deal', '.']"
9501.json,false,"['say', 'barack', 'obama', 'first', 'presid', 'appoint', '<num>', 'czar', 'replac', 'elect', 'offici', 'offic', '.']"
2379.json,half-true,"['john', 'boehner', 'want', 'reopen', 'tax', 'loophol', 'actual', 'reward', 'corpor', 'ship', 'job', 'profit', 'oversea', '.']"
5828.json,pants-fire,"['nobodi', 'leav', 'memphi', '.', 'that', 'myth', '.']"
2476.json,false,"['florida', 'senior', 'exempt', 'lose', 'medicar', 'advantag', 'feder', 'health', 'care', 'bill', '.']"
12149.json,barely-true,"['there', 'tremend', 'tax', 'pay', '(', 'american', 'busi', ')', 'go', 'china', ',', 'wherea', 'china', 'sell', 'us', 'there', 'tax', '.']"
11425.json,mostly-true,"['proud', 'almost', '<num>', 'year', 'public', 'servic', 'scandal', '.']"
12312.json,true,"['pat', 'toomey', 'advoc', 'elimin', 'corpor', 'tax', '.']"
1299.json,half-true,"['health', 'care', 'reform', '``', 'requir', 'use', 'feder', 'dollar', 'fund', 'abort', 'government-run', 'health', 'plan', '.', ""''""]"
10329.json,mostly-true,"['lot', '(', 'cuba', ')', 'surviv', 'depend', 'venezuelan', 'oil', 'money', ',', 'dri', '.']"
4202.json,barely-true,"['ri', 'board', 'elect', 'heard', 'offici', 'testimoni', 'provid', 'resid', 'claim', 'wit', 'known', 'illeg', 'alien', 'vote', 'local', 'elect', '.']"
12485.json,mostly-true,"['say', 'obama', 'call', 'kagan', 'moder', '.', 'call', 'sotomayor', 'moder', '.']"
1364.json,false,"['today', 'everi', 'day', ',', 'estim', '<num>', 'american', 'lose', 'health', 'insur', 'coverag', '.']"
2693.json,half-true,"['darryl', 'hick', 'seven', 'ethic', 'violat', 'didnt', 'pay', 'fine', '.']"
12959.json,barely-true,"['sinc', 'presid', 'obama', 'came', 'offic', ',', 'anoth', '<num>', 'million', 'hispan', 'join', 'rank', 'poverti', '.', 'number', 'hispan', 'children', 'live', 'poverti', 'increas', '<num>', 'percent', 'short', 'period', 'time', '.']"
12777.json,half-true,"['top', '<num>', 'percent', 'recent', 'year', 'earn', '<num>', 'percent', 'new', 'incom', '.']"
4062.json,half-true,"['forti', 'percent', 'fortun', '<num>', 'start', 'either', 'immigr', 'children', 'immigr', '.']"
10479.json,half-true,"['group', 'organ', 'texa', 'muslim', 'capitol', 'day', 'austin', 'recent', 'list', 'one', '<num>', 'organ', 'design', 'terrorist', 'group', 'unit', 'arab', 'emir', '.']"
12584.json,barely-true,"['go', 'look', 'trump', 'product', '.', 'theyr', 'made', 'china', '.']"
7866.json,true,"['nearli', '<num>', '<num>', 'believ', 'money', 'wealth', 'evenli', 'distribut', 'among', 'larger', 'percentag', 'peopl', 'u.', '.']"
5317.json,mostly-true,"['public', 'educ', 'perman', 'cutbi', '$', '<num>', 'billion', 'chang', 'standard', 'qualiti', 'fund', 'formula', '.']"
5260.json,false,"['presid', 'went', 'unit', 'nation', 'castig', 'israel', 'build', 'settlement', '.', 'said', 'noth', 'thousand', 'rocket', 'rain', 'israel', 'gaza', 'strip', '.']"
3217.json,true,"['current', 'state', ',', 'bill', 'restrict', 'voter', 'id', 'legisl', 'nation', '.']"
7962.json,mostly-true,"['presid', 'obama', 'border', 'patrol', 'border', 'secur', 'deploy', 'border', 'previou', 'presid', '.']"
12710.json,false,"['say', 'gop', 'pick', 'convent', 'citi', ',', 'recommend', 'ohio', '.']"
9802.json,true,"['washington', 'incentiv', 'militar', 'local', 'polic', 'precinct', '.']"
1890.json,pants-fire,"['say', 'never', 'member', 'georgia', 'log', 'cabin', 'republican', '.']"
10511.json,mostly-true,"['spring', '<num>', ',', 'parent', '<num>', 'student', 'new', 'york', 'state', 'refus', 'let', 'take', 'common', 'core', 'test', '.']"
2675.json,half-true,"['congressman', 'perriello', 'vote', 'lock', 'step', 'nanci', 'pelosi', '<num>', 'percent', 'time', '.']"
4367.json,half-true,"['(', 'sen.', 'marco', ')', 'rubio', 'state', 'florida', 'alon', ',', 'social', 'secur', 'lift', '--', 'count', '--', 'million', 'peopl', 'poverti', '.']"
13191.json,barely-true,"['donald', 'trump', 'would', 'engag', 'riski', 'scheme', 'privat', 'social', 'secur', '.']"
6847.json,mostly-true,"['massachusett', 'school', 'rank', '.', '<num>', '<num>', 'state', '.']"
12251.json,barely-true,"['immigr', ',', 'would', 'contract', 'popul', '...']"
1980.json,false,"['major', 'peopl', 'come', 'arizona', 'trespass', 'becom', 'drug', 'mule', '.']"
2420.json,barely-true,"['rhode', 'island', 'give', 'undocu', 'pregnant', 'women', 'health', 'insur', ',', 'plu', 'cash', 'card', '$', '<num>', 'month', '$', '<num>', 'month', '$', '<num>', 'month', 'spend', 'food', '.']"
9679.json,barely-true,"['say', 'mark', 'pryor', 'continu', 'insist', 'obamacar', 'amaz', 'success', '.']"
5089.json,pants-fire,"['inch', 'away', 'longer', 'free', 'economi', '.']"
9678.json,mostly-true,"['unit', 'state', 'lead', 'nation', 'world', 'highest', 'amount', 'doubt', 'convent', 'wisdom', 'climat', 'chang', '.']"
9223.json,half-true,"['u.s.', 'justic', 'depart', 'taken', '<num>', 'vote', 'right', 'case', 'sinc', '<num>', '.']"
11902.json,mostly-true,"['averag', 'take', '<num>', 'american', 'work', 'solid', 'year', 'make', 'much', 'money', 'one', 'top', 'ceo', '.']"
5683.json,true,"['say', 'barack', 'obama', 'play', '<num>', 'round', 'golf', 'presid', '.']"
12220.json,half-true,"['team', 'trump', 'accus', 'ted', 'cruz', 'fraud', 'iowa', ',', 'texa', ',', 'colorado', ',', 'oklahoma', ',', 'louisiana', ',', 'kansa', ',', 'main', ',', 'utah', 'wisconsin', '.']"
5336.json,false,"['year', 'redistrict', 'open', ',', 'interact', 'transpar', 'redistrict', 'process', 'tennesse', 'histori', '.']"
8331.json,mostly-true,"['econom', 'sanction', ',', 'iran', 'suffer', '<num>', 'percent', 'inflat', ',', '<num>', 'percent', 'unemploy', '.']"
4908.json,mostly-true,"['say', 'wisconsin', 'governor', ',', 'end', 'welfar', '.']"
2111.json,true,"['18th', 'congression', 'district', ',', '<num>', '%', 'electr', 'gener', 'come', 'coal', '.']"
12667.json,barely-true,"['folk', 'washington', 'alreadi', 'forc', 'buy', 'govern', 'health', 'care', '.']"
9025.json,false,"['say', 'presid', 'barack', 'obama', 'first', 'presid', 'weve', 'ever', 'think', 'choos', 'law', 'enforc', 'law', 'ignor', '.']"
9251.json,mostly-true,"['<num>', 'percent', 'illeg', 'immigr', 'peopl', 'physic', 'cross', 'southern', 'border', 'northern', 'border', '.', 'visa', 'overstay', '.']"
1640.json,false,"['charli', 'crist', '``', 'work', 'acorn', ""''"", 'give', 'felon', 'vote', 'right', '.']"
5894.json,false,"['support', 'gay', 'marriag', '.']"
1860.json,half-true,"['year', ',', 'ad', 'averag', '<num>', 'job', 'per', 'month', ',', 'major', 'privat', 'sector', ',', 'stark', 'contrast', 'bush', 'administr', 'record', 'lose', 'averag', 'nearli', '<num>', 'job', 'per', 'month', 'last', 'three', 'month', '.']"
5690.json,true,"['republican', 'congress', 'refus', 'list', 'singl', 'tax', 'loophol', 'will', 'close', '.']"
12794.json,barely-true,"['say', 'hillari', 'clinton', 'iran', 'nuclear', 'deal', 'line', 'pocket', 'world', 'number', 'one', 'state', 'sponsor', 'terror', 'money', '.']"
459.json,pants-fire,"['obama', 'think', 'nation', 'anthem', '``', ""'d"", 'like', 'teach', 'world', 'sing', '.', ""''""]"
9430.json,true,"['right', ',', 'america', '$', '<num>', 'trillion', 'student', 'debt', '.', 'that', 'credit', 'card', 'debt', '.']"
11358.json,mostly-true,"['twenty-six', 'men', 'name', 'william', 'elect', 'statewid', 'offic', 'seven', 'women', 'honor', '.']"
